,fatherwords,motherwords,lwords,gendre,1
387717309,0,0,0,-0.13,1.0
387756056,0,0,0,1.0,1.0
387761889,0,0,0,-0.96,1.0
387825594,0,0,0,0.13,1.0
387835642,0,0,0,-0.81,-1.0
387842137,0,0,0,0.99,1.0
387877718,0,0,0,1.0,1.0
387977561,0,0,0,-0.13,-1.0
388020217,0,0,0,1.0,1.0
388048387,0,0,0,-1.0,-1.0
388086259,0,0,0,0.0,1.0
388107600,0,0,0,-0.13,1.0
388155121,0,0,0,1.0,1.0
388182065,0,0,0,-0.13,-1.0
388371604,0,0,0,-0.72,-1.0
388391339,0,0,0,-0.5,-1.0
388514920,0,0,0,-0.13,1.0
388536105,0,0,0,0.97,1.0
388537996,0,0,0,-0.13,1.0
388599453,0,0,0,0.0,1.0
388831631,0,0,0,-0.13,1.0
388843867,0,0,0,-1.0,1.0
388863101,0,0,0,0.0,1.0
388875916,0,0,0,-1.0,-1.0
388936514,0,0,0,-0.13,1.0
388956358,0,0,0,-0.13,1.0
388990747,0,0,0,0.99,1.0
389022387,0,0,0,-0.13,1.0
389073265,0,0,0,-1.0,-1.0
389172282,0,0,0,1.0,1.0
389213255,0,0,0,0.82,1.0
389329454,0,0,0,-0.99,-1.0
389541843,0,0,0,-0.15,1.0
389598120,0,0,0,-1.0,1.0
389680719,0,0,0,-1.0,-1.0
389684617,0,0,0,-1.0,-1.0
389706176,0,0,0,0.31,1.0
389748352,0,0,0,1.0,1.0
389759618,0,0,0,-0.36,1.0
389824623,0,0,0,-0.13,-1.0
389890155,0,0,0,-0.36,-1.0
390101462,0,0,0,-0.99,-1.0
390234342,0,0,0,-0.13,-1.0
390283818,0,0,0,0.13,1.0
390313233,0,0,0,-0.57,-1.0
390321159,0,0,0,0.13,1.0
390446774,0,0,0,-0.28,-1.0
390458131,0,0,0,0.13,-1.0
390471838,0,0,0,-0.13,-1.0
390478675,0,0,0,1.0,1.0
390533751,0,0,0,-0.13,1.0
390718053,0,0,0,-0.13,1.0
390750502,0,0,0,-0.13,1.0
390751013,0,0,0,0.13,1.0
390789412,0,0,0,-0.47,-1.0
390812783,0,0,0,-0.87,1.0
390842901,0,0,0,1.0,1.0
390844730,0,0,0,0.94,1.0
390921900,0,0,0,1.0,1.0
391003642,0,0,0,0.13,1.0
391122623,0,0,0,-0.21,1.0
391199593,0,0,0,-0.42,1.0
391249460,0,0,0,-0.5,1.0
391286688,0,0,0,0.98,1.0
391361465,0,0,0,1.0,-1.0
391500256,0,0,0,0.13,1.0
391549453,0,0,0,0.0,-1.0
391596657,0,0,0,-1.0,-1.0
391640379,0,0,0,0.13,-1.0
391728203,0,0,0,0.0,1.0
391762716,0,0,0,-0.13,1.0
391810273,0,0,0,-0.02,1.0
391818310,0,0,0,0.55,1.0
391887061,0,0,0,,-1.0
392012743,0,0,0,-0.99,-1.0
392079500,0,0,0,-0.13,1.0
392089954,0,0,0,0.5,-1.0
392176369,0,0,0,0.33,1.0
392182305,0,0,0,0.0,-1.0
392232166,0,0,0,-0.5,1.0
392335435,0,0,0,1.0,1.0
392426257,0,0,0,0.99,1.0
392463763,0,0,0,0.91,1.0
392599319,1,0,0,-0.99,-1.0
392607172,0,0,0,1.0,1.0
392662340,0,0,0,-0.47,-1.0
392717678,0,0,0,1.0,1.0
392725278,0,0,0,-0.75,1.0
392820147,0,0,0,0.53,-1.0
393032712,0,0,0,0.99,1.0
393040982,0,0,0,0.0,-1.0
393058231,0,0,0,-1.0,-1.0
393072729,0,0,0,-0.96,-1.0
393086203,0,0,0,-1.0,-1.0
393087295,0,0,0,0.13,1.0
393180276,0,0,0,-0.13,-1.0
393365146,0,0,0,0.38,1.0
393422020,0,0,0,0.13,-1.0
393639969,0,0,0,,1.0
393640499,0,0,0,0.5,-1.0
393690460,0,0,0,-0.13,1.0
393712118,0,0,0,1.0,1.0
393780130,0,0,0,0.1,-1.0
393794224,0,0,0,1.0,1.0
393811617,0,0,0,1.0,1.0
393815192,0,0,0,0.82,-1.0
393844813,0,0,0,0.13,1.0
393902864,0,0,0,-0.13,1.0
393903408,0,0,0,0.0,-1.0
393919435,0,0,0,-1.0,-1.0
393953795,0,0,0,0.13,1.0
394028222,0,0,0,1.0,-1.0
394075924,0,0,0,1.0,1.0
394090609,0,0,0,0.5,-1.0
394167137,0,0,0,-1.0,-1.0
394250830,0,0,0,-1.0,1.0
394269568,0,0,0,0.99,1.0
394278986,0,0,0,-0.36,1.0
394286135,0,0,0,0.13,1.0
394325319,0,0,0,0.13,1.0
394335927,0,0,0,-1.0,1.0
394340501,0,0,0,-0.65,-1.0
394358460,0,0,0,1.0,1.0
394415731,0,0,0,0.32,1.0
394573529,0,0,0,0.99,1.0
394604532,0,0,0,-0.56,1.0
394619935,0,0,0,0.5,1.0
394699480,0,0,0,-0.13,1.0
394713408,0,0,0,-0.13,1.0
394756559,0,0,0,0.5,1.0
394766846,0,0,0,-0.13,-1.0
394796011,0,0,0,1.0,1.0
394848750,0,0,0,1.0,1.0
394854451,0,0,0,0.0,-1.0
394963031,0,0,0,0.46,1.0
395010549,0,0,0,0.99,1.0
395013080,0,0,0,1.0,1.0
395034828,0,0,0,-0.99,-1.0
395040699,0,0,0,1.0,1.0
395129750,0,0,0,0.5,1.0
395134422,0,0,0,-1.0,-1.0
395163883,0,0,0,0.0,-1.0
395206850,0,0,0,1.0,1.0
395245686,0,0,0,-0.13,1.0
395245943,0,0,0,-0.13,1.0
395433545,0,0,0,0.13,1.0
395489513,0,0,0,0.5,1.0
395493677,0,0,0,-0.9,-1.0
395528658,0,0,0,0.13,-1.0
395549960,0,0,0,-0.5,-1.0
395562114,0,0,0,0.39,1.0
395565722,0,0,0,1.0,1.0
395667433,0,0,0,0.13,1.0
395733101,0,0,0,-1.0,1.0
395735793,0,0,0,1.0,1.0
395794269,0,0,0,0.13,1.0
395820288,0,0,0,-0.5,1.0
395954879,0,0,0,0.49,1.0
396014792,0,0,0,0.35,-1.0
396016891,0,0,0,0.46,-1.0
396022811,0,0,0,0.64,1.0
396038434,0,0,0,0.13,1.0
396191551,0,0,0,0.5,1.0
396195748,0,0,0,-0.13,1.0
396197426,0,0,0,1.0,1.0
396230224,0,0,0,0.99,1.0
396266922,0,0,0,0.99,1.0
396276457,0,0,0,-1.0,-1.0
396311846,0,0,0,-0.13,-1.0
396322284,0,0,0,0.13,1.0
396366049,0,0,0,-1.0,1.0
396387931,0,0,0,1.0,1.0
396443668,0,0,0,-0.17,1.0
396455039,0,0,0,0.68,1.0
396614997,0,0,0,1.0,1.0
396666319,0,0,0,-0.13,-1.0
396699361,0,0,0,-0.58,-1.0
396749320,0,0,0,-0.13,-1.0
396753529,1,0,0,-1.0,-1.0
396995326,0,0,0,-0.91,1.0
396995779,0,0,0,-1.0,-1.0
397108009,0,0,0,1.0,1.0
397127454,0,0,0,-0.64,-1.0
397137448,0,0,0,-0.99,-1.0
397180266,0,0,0,0.31,-1.0
397199939,0,0,0,0.99,1.0
397272598,0,0,0,-0.99,-1.0
397493980,0,0,0,-0.22,1.0
397560424,0,0,0,-1.0,-1.0
397620404,0,0,0,0.0,1.0
397624820,0,0,0,-0.99,-1.0
397642983,0,0,0,0.84,1.0
397731162,0,0,0,0.1,-1.0
397751901,0,0,0,-0.97,-1.0
397826026,0,0,0,0.9,1.0
397830700,0,0,0,0.13,1.0
397918780,0,0,0,0.29,1.0
398040950,0,0,0,0.5,1.0
398056378,0,0,0,-0.13,1.0
398120878,0,0,0,1.0,1.0
398229944,0,0,0,0.66,1.0
398336680,0,0,0,-1.0,-1.0
398341823,0,0,0,0.0,1.0
398430447,0,0,0,1.0,1.0
398652405,0,0,0,1.0,1.0
398664967,0,0,0,1.0,1.0
398789460,0,0,0,-0.13,1.0
398918991,0,0,0,0.13,1.0
398957393,0,0,0,1.0,1.0
398968964,0,0,0,0.94,1.0
399002011,0,0,0,0.5,1.0
399017310,0,0,0,-0.13,-1.0
399034364,0,0,0,-0.63,1.0
399073715,0,0,0,-0.13,-1.0
399118961,0,0,0,1.0,1.0
399141503,0,0,0,0.0,-1.0
399152682,0,0,0,0.13,1.0
399171821,0,0,0,0.0,-1.0
399336140,0,0,0,-0.13,-1.0
399337363,0,0,0,0.49,1.0
399358807,0,0,0,-0.5,-1.0
399386705,0,0,0,0.96,-1.0
399589221,0,0,0,0.13,1.0
399617068,0,0,0,0.13,1.0
399768353,0,0,0,0.03,1.0
399786262,0,0,0,0.48,-1.0
399841330,0,0,0,-0.5,-1.0
399844186,0,0,0,1.0,1.0
399851868,0,0,0,0.0,1.0
399909154,0,0,0,-0.13,-1.0
399934971,0,0,0,-1.0,1.0
400039515,0,0,0,0.98,1.0
400048499,0,0,0,-0.99,-1.0
400062590,0,0,0,1.0,1.0
400135377,0,0,0,-0.53,-1.0
400141036,0,0,0,-0.13,1.0
400147239,0,0,0,-0.13,1.0
400183527,0,0,0,0.13,1.0
400230689,0,0,0,-0.88,1.0
400251023,0,0,0,-0.71,-1.0
400261013,0,0,0,-0.13,1.0
400335828,0,0,0,-0.99,-1.0
400489451,0,0,0,1.0,1.0
400584254,0,0,0,0.5,1.0
400606348,0,0,0,0.13,1.0
400721800,0,0,0,0.0,-1.0
400728661,0,0,0,0.13,1.0
400895002,0,0,0,1.0,1.0
400976336,0,0,0,1.0,1.0
401000466,0,0,0,0.99,1.0
401061947,0,0,0,-0.13,-1.0
401143158,0,0,0,1.0,1.0
401158561,0,0,0,0.0,-1.0
401169552,0,0,0,-1.0,-1.0
401596641,0,0,0,-0.13,1.0
401609286,0,0,0,1.0,1.0
401619780,0,0,0,-1.0,-1.0
401633625,0,0,0,-0.98,-1.0
401677575,0,0,0,1.0,1.0
401678698,0,0,0,-0.97,-1.0
401681811,0,0,0,0.49,1.0
401793252,0,0,0,-0.09,-1.0
401861456,0,0,0,-0.13,1.0
401869963,0,0,0,0.34,1.0
402148725,0,0,0,-0.13,-1.0
402172506,0,0,0,-0.13,1.0
402189313,0,0,0,1.0,1.0
402253207,0,0,0,-0.13,1.0
402264327,0,0,0,0.46,-1.0
402300546,0,0,0,0.99,1.0
402308625,0,0,0,0.45,1.0
402496750,0,0,0,-0.98,-1.0
402499231,0,0,0,0.13,1.0
402532154,0,0,0,1.0,1.0
402750312,0,0,0,0.13,1.0
402800705,0,0,0,0.99,1.0
402992325,0,0,0,0.0,1.0
403154010,0,0,0,0.84,1.0
403197921,0,0,0,0.5,1.0
403229688,0,0,0,-0.99,1.0
403392555,0,1,0,-0.42,1.0
403427066,0,0,0,0.99,1.0
403507153,0,0,0,-0.75,-1.0
403590908,0,0,0,0.13,1.0
403653406,0,0,0,-0.13,1.0
403758852,0,0,0,1.0,1.0
403788050,0,0,0,1.0,1.0
403821240,0,0,0,-0.71,-1.0
403823282,0,0,0,0.49,1.0
403867387,0,0,0,-0.77,1.0
403900773,0,0,0,,1.0
403910886,0,0,0,0.13,-1.0
403993657,0,0,0,-0.79,-1.0
404029831,0,0,0,-0.13,-1.0
404090641,0,0,0,-0.99,-1.0
404139234,0,0,0,-0.13,-1.0
404187855,0,0,0,-1.0,-1.0
404315059,0,0,0,-0.13,1.0
404417412,0,0,0,0.48,1.0
404448903,0,0,0,0.9,1.0
404488965,0,0,0,1.0,1.0
404524037,0,0,0,-0.71,-1.0
404530284,0,0,0,-0.13,-1.0
404662977,0,0,0,0.36,1.0
404697604,0,0,0,-0.5,1.0
404740827,0,0,0,0.5,1.0
404779960,0,0,0,-0.05,1.0
404860480,0,0,0,0.13,1.0
404944304,0,0,0,-0.87,-1.0
405066964,0,0,0,0.5,-1.0
405179136,0,0,0,0.13,1.0
405220776,0,0,0,-0.34,-1.0
405254515,0,0,0,-0.13,1.0
405350783,0,0,0,0.0,1.0
405481505,0,0,0,-1.0,-1.0
405570540,0,0,0,,1.0
405854083,0,0,0,1.0,1.0
405874575,0,0,0,1.0,1.0
405881002,0,0,0,0.18,1.0
405923058,0,0,0,-0.13,1.0
405934590,0,0,0,-1.0,-1.0
405957150,0,0,0,0.87,1.0
406042364,0,0,0,0.0,-1.0
406131811,0,0,0,-1.0,-1.0
406288826,0,0,0,0.5,1.0
406537722,0,0,0,-0.88,-1.0
406552754,0,0,0,1.0,1.0
406565193,0,1,0,0.13,1.0
406757755,0,0,0,1.0,1.0
406761921,0,0,0,-0.13,1.0
406858534,0,0,0,-0.39,-1.0
406874888,0,0,0,0.13,1.0
406923802,0,0,0,1.0,1.0
407013211,0,0,0,0.5,1.0
407174829,0,0,0,-0.79,1.0
407176533,0,0,0,-0.63,1.0
407181619,0,0,0,-0.53,-1.0
407245231,0,0,0,1.0,1.0
407288469,0,0,0,0.0,1.0
407338538,0,0,0,1.0,1.0
407377301,0,0,0,0.0,-1.0
407391775,0,0,0,-0.49,-1.0
407930215,0,0,0,0.67,1.0
408173310,0,0,0,-1.0,-1.0
408176281,0,0,0,-1.0,-1.0
408204056,0,0,0,-0.35,-1.0
408210961,0,0,0,0.88,1.0
408214407,0,0,0,0.74,1.0
408238129,0,0,0,-0.13,1.0
408324073,0,0,0,-0.13,-1.0
408375100,0,0,0,0.99,1.0
408499083,0,0,0,1.0,1.0
408584175,0,0,0,0.34,1.0
408584485,0,0,0,0.34,1.0
408685917,0,0,0,0.96,1.0
408731569,0,0,0,-1.0,1.0
408742760,0,0,0,-0.13,1.0
408773051,0,0,0,-0.29,1.0
408775451,0,0,0,1.0,1.0
408846940,0,0,0,0.13,1.0
408886728,0,0,0,1.0,1.0
408922064,0,0,0,-0.99,-1.0
408936303,0,0,0,-0.99,-1.0
408962618,0,0,0,0.84,1.0
408971013,0,0,0,1.0,1.0
409111388,0,0,0,0.13,1.0
409171977,0,0,0,-0.53,-1.0
409190482,0,0,0,-0.99,-1.0
409230781,0,0,0,-0.13,1.0
409386645,0,0,0,0.13,-1.0
409451373,0,0,0,0.0,1.0
409467355,0,0,0,0.47,1.0
409481696,0,0,0,1.0,1.0
409482320,0,0,0,0.99,1.0
409485933,0,0,0,1.0,1.0
409492543,0,0,0,1.0,1.0
409503871,0,0,0,0.5,-1.0
409591309,0,0,0,0.88,1.0
409619850,0,0,0,-0.65,-1.0
409639031,0,0,0,0.5,1.0
409695878,0,0,0,0.55,1.0
409733805,0,0,0,1.0,1.0
409741905,0,0,0,1.0,1.0
409777087,0,0,0,0.0,1.0
409811335,0,0,0,1.0,1.0
409928287,0,0,0,-1.0,-1.0
409968904,0,0,0,1.0,1.0
410069012,0,0,0,1.0,1.0
410135322,0,0,0,0.79,1.0
410215950,0,0,0,0.13,-1.0
410231322,0,0,0,1.0,1.0
410373935,0,0,0,-1.0,-1.0
410376169,0,0,0,-0.99,-1.0
410385376,0,0,0,0.13,1.0
410710524,0,0,0,-1.0,-1.0
410980120,0,0,0,-0.13,-1.0
411003827,0,0,0,-1.0,-1.0
411022196,0,0,0,1.0,-1.0
411043990,0,0,0,-1.0,-1.0
411090616,0,0,0,-1.0,-1.0
411095880,0,0,0,0.5,1.0
411104298,0,0,0,0.13,-1.0
411117281,0,0,0,1.0,1.0
411175305,0,0,0,0.43,1.0
411210826,0,0,0,0.13,1.0
411221650,0,0,0,0.5,1.0
411287744,0,0,0,-0.13,-1.0
411403040,0,0,0,0.99,1.0
411621898,0,0,0,0.0,-1.0
411760159,0,0,0,0.13,-1.0
411780181,0,0,0,0.0,1.0
411821348,0,0,0,0.13,1.0
411844287,0,0,0,0.5,1.0
411844566,0,0,0,-0.57,1.0
411915399,0,0,0,-0.3,-1.0
411979514,0,0,0,1.0,1.0
412167472,0,0,0,-0.13,1.0
412216000,0,0,0,-1.0,-1.0
412418944,0,0,0,1.0,1.0
412504865,0,0,0,-0.69,-1.0
412537382,0,0,0,1.0,1.0
412538158,0,0,0,-1.0,-1.0
412571363,0,0,0,0.75,1.0
412588267,0,0,0,0.13,1.0
412591539,0,0,0,-1.0,-1.0
412652470,0,0,0,1.0,1.0
412660750,0,0,0,-0.96,-1.0
412683451,0,0,0,1.0,-1.0
412713578,0,0,0,-0.13,1.0
412717316,0,0,0,-1.0,-1.0
412746418,0,0,0,0.13,1.0
412747011,0,0,0,-0.13,-1.0
412750126,0,0,0,1.0,1.0
412765172,0,0,0,-1.0,1.0
413015302,0,0,0,1.0,1.0
413156047,0,0,0,0.95,1.0
413175238,0,0,0,0.13,1.0
413455605,0,0,0,-0.13,1.0
413468940,0,0,0,0.13,1.0
413552962,0,0,0,-0.68,-1.0
413586769,0,0,0,0.92,1.0
413588693,0,0,0,1.0,1.0
413616827,0,0,0,1.0,1.0
413619710,0,0,0,1.0,1.0
413672092,0,0,0,-0.47,1.0
413921150,0,0,0,1.0,1.0
413922455,0,0,0,0.13,-1.0
413931949,0,0,0,0.5,1.0
413933224,0,0,0,0.96,1.0
413939561,0,0,0,-0.99,-1.0
413997155,0,0,0,-0.13,-1.0
414196412,0,0,0,1.0,1.0
414266181,0,0,0,0.17,1.0
414274547,0,0,0,1.0,1.0
414288732,0,0,0,0.5,1.0
414349278,0,0,0,-0.69,-1.0
414351967,0,0,0,-0.13,1.0
414393011,0,0,0,-0.13,1.0
414480270,0,0,0,0.13,1.0
414496100,0,0,0,0.05,-1.0
414505042,0,0,0,0.99,1.0
414755923,0,0,0,1.0,1.0
414845013,0,0,0,-0.13,1.0
414887351,0,0,0,0.5,1.0
415003682,0,0,0,-1.0,-1.0
415133132,0,0,0,1.0,1.0
415159693,0,0,0,-0.13,1.0
415232135,0,0,0,-1.0,-1.0
415276929,0,0,0,0.34,1.0
415282007,0,0,0,-0.94,-1.0
415315985,0,0,0,-0.5,-1.0
415485048,0,0,0,1.0,1.0
415604423,0,0,0,0.99,1.0
415643786,0,0,0,0.0,1.0
415645862,0,0,0,0.0,1.0
415654422,0,0,0,0.5,1.0
415757318,0,0,0,-0.13,-1.0
415879783,0,0,0,0.7,1.0
415894809,0,0,0,-0.13,-1.0
415945378,0,0,0,0.5,1.0
415973671,0,0,0,0.13,1.0
416022516,0,0,0,1.0,1.0
416031513,0,0,0,0.71,1.0
416186347,0,0,0,,1.0
416315318,0,0,0,0.5,1.0
416365542,0,0,0,0.37,1.0
416377559,0,0,0,1.0,1.0
416416652,0,0,0,1.0,1.0
416454245,0,0,0,1.0,1.0
416469134,0,0,0,-0.44,1.0
416603099,0,0,0,1.0,-1.0
416651115,0,0,0,-0.5,-1.0
416694949,0,0,0,-0.13,1.0
416715573,0,0,0,-0.13,1.0
416870307,0,0,0,0.0,1.0
416997991,0,0,0,0.13,-1.0
417014105,0,0,0,-0.58,-1.0
417231533,0,0,0,0.13,1.0
417235757,0,0,0,1.0,1.0
417299443,0,0,0,0.94,1.0
417300713,0,0,0,0.97,1.0
417371365,0,0,0,0.13,1.0
417402248,0,0,0,0.99,1.0
417406956,0,0,0,-1.0,1.0
417476297,0,0,0,0.43,1.0
417486382,0,0,0,-0.99,-1.0
417518614,0,0,0,0.88,1.0
417529975,0,0,0,-0.84,1.0
417532209,0,0,0,-0.13,-1.0
417618515,0,0,0,0.99,1.0
417832911,0,0,0,1.0,1.0
417930967,0,0,0,0.5,1.0
417972237,0,0,0,-0.48,-1.0
418050239,0,0,0,0.5,-1.0
418090390,0,0,0,-0.13,-1.0
418127099,0,0,0,0.13,-1.0
418136054,0,0,0,-0.13,-1.0
418166404,0,0,0,1.0,1.0
418213633,0,0,0,1.0,1.0
418254186,0,0,0,-1.0,1.0
418270448,0,0,0,-0.13,-1.0
418275837,0,0,0,0.5,-1.0
418337840,0,0,0,0.0,1.0
418408440,0,0,0,-0.38,-1.0
418410711,0,0,0,-0.5,-1.0
418598593,0,0,0,-1.0,-1.0
418679755,0,0,0,0.99,1.0
418766356,0,0,0,0.13,-1.0
418874348,0,0,0,0.99,1.0
418956766,0,0,0,-1.0,1.0
418996155,0,0,0,-0.99,-1.0
419104548,0,0,0,0.13,1.0
419160725,0,0,0,1.0,1.0
419161832,0,0,0,-0.99,-1.0
419184666,0,0,0,0.5,1.0
419202438,0,0,0,0.0,1.0
419222838,0,0,0,-0.13,1.0
419238202,0,0,0,-0.13,1.0
419253274,0,0,0,1.0,1.0
419254496,0,0,0,0.0,-1.0
419291426,0,0,0,-1.0,-1.0
419291482,0,0,0,,-1.0
419323528,0,0,0,-1.0,-1.0
419326129,0,0,0,1.0,-1.0
419334027,0,0,0,-0.26,-1.0
419405912,0,0,0,-1.0,-1.0
419406465,0,0,0,0.5,1.0
419719401,0,0,0,1.0,1.0
419730908,0,0,0,-0.13,1.0
419834339,0,0,0,1.0,1.0
419838138,0,0,0,0.99,1.0
419960217,0,0,0,1.0,1.0
419966632,0,0,0,1.0,1.0
419970186,0,0,0,-0.96,1.0
419970470,0,0,0,0.37,1.0
420048201,0,0,0,1.0,1.0
420050189,0,0,0,1.0,1.0
420094583,0,0,0,1.0,1.0
420140318,0,0,0,-0.13,-1.0
420272942,0,0,0,-0.47,1.0
420426426,0,0,0,0.71,1.0
420446463,0,0,0,0.5,1.0
420499370,0,0,0,0.55,1.0
420520603,0,0,0,-0.13,1.0
420588329,0,0,0,1.0,1.0
420592774,0,0,0,-1.0,-1.0
420601366,0,0,0,0.35,1.0
420612502,0,0,0,-1.0,-1.0
420694663,0,0,0,-0.48,1.0
420709006,0,0,0,-0.98,1.0
420721239,0,1,0,-0.57,1.0
420725626,0,0,0,1.0,1.0
420749844,0,0,0,-0.5,-1.0
420773040,0,0,0,0.5,1.0
420856061,0,0,0,-1.0,-1.0
420915926,0,0,0,0.94,1.0
420979238,0,0,0,-0.99,-1.0
421253434,0,0,0,0.13,-1.0
421340028,0,0,0,-0.13,-1.0
421383550,0,0,0,1.0,1.0
421442506,0,0,0,0.71,1.0
421591318,0,0,0,1.0,1.0
421737678,0,0,0,0.99,1.0
421928038,0,0,0,0.13,1.0
422023043,0,0,0,0.99,1.0
422111005,0,0,0,0.13,1.0
422253588,0,0,0,0.5,1.0
422348022,0,0,0,-0.13,1.0
422614578,0,0,0,-1.0,-1.0
422729807,0,0,0,-1.0,1.0
422753843,0,0,0,-0.13,1.0
422806881,0,0,0,-0.13,1.0
422899632,0,0,0,1.0,1.0
423047557,0,0,0,0.99,1.0
423069162,0,0,0,1.0,1.0
423192093,0,0,0,0.13,1.0
423261007,0,0,0,-1.0,1.0
423654282,0,0,0,-0.99,-1.0
423842387,0,0,0,-0.95,1.0
423885336,0,0,0,1.0,1.0
423921958,0,0,0,1.0,1.0
424044496,0,0,0,0.13,-1.0
424114194,0,0,0,-0.71,-1.0
424181803,1,0,0,-1.0,-1.0
424286397,0,0,0,0.8,1.0
424324374,0,0,0,1.0,1.0
424338430,0,0,0,1.0,1.0
424478775,0,0,0,1.0,1.0
424488063,0,0,0,1.0,1.0
424490175,0,0,0,1.0,1.0
424577920,0,0,0,-0.5,-1.0
424609744,0,0,0,-0.5,-1.0
424662406,0,0,0,0.99,1.0
424716087,0,0,0,-1.0,-1.0
424721224,0,0,0,0.0,-1.0
424918237,0,0,0,0.5,1.0
424922052,0,0,0,-0.53,1.0
425088476,0,0,0,0.13,1.0
425139911,0,0,0,-0.96,-1.0
425152635,0,0,0,0.34,1.0
425197171,0,0,0,-1.0,-1.0
425295610,0,0,0,-0.13,-1.0
425301315,0,0,0,1.0,1.0
425346825,0,0,0,-0.5,-1.0
425358764,0,0,0,1.0,1.0
425408864,0,0,0,-1.0,-1.0
425420937,0,0,0,0.65,-1.0
425462124,0,0,0,-0.13,-1.0
425477418,0,0,0,-0.55,1.0
425507253,0,0,0,0.95,1.0
425513372,0,0,0,-0.71,-1.0
425555951,0,0,0,-0.13,-1.0
425558006,0,0,0,-0.13,1.0
425665568,0,0,0,-0.13,1.0
425686791,0,0,0,0.13,1.0
425843484,0,0,0,1.0,1.0
425903486,0,0,0,1.0,1.0
426012196,0,0,0,0.5,1.0
426166314,0,0,0,-1.0,-1.0
426337310,0,0,0,-0.99,-1.0
426355080,0,0,0,0.13,1.0
426359960,0,0,0,0.13,-1.0
426511489,0,0,0,0.13,1.0
426534320,0,0,0,-0.13,1.0
426597072,0,0,0,-0.13,-1.0
426626106,0,0,0,1.0,1.0
426869528,0,0,0,-0.92,-1.0
426899425,0,0,0,1.0,1.0
426901355,0,0,0,0.94,1.0
426901572,0,0,0,0.0,1.0
427180853,0,0,0,-0.9,1.0
427369357,0,0,0,-0.98,-1.0
427436174,0,0,0,1.0,1.0
427460831,0,0,0,1.0,1.0
427463627,0,0,0,0.13,1.0
427500225,0,0,0,,1.0
427567229,0,0,0,1.0,1.0
427575720,0,0,0,-0.99,-1.0
427578291,0,0,0,1.0,1.0
427752250,0,0,0,-0.76,-1.0
427852962,0,0,0,0.5,1.0
427907468,0,0,0,-0.13,1.0
428036827,0,0,0,-1.0,-1.0
428089125,0,0,0,1.0,1.0
428103554,0,0,0,0.99,1.0
428163006,0,0,0,1.0,1.0
428196361,0,0,0,-0.28,-1.0
428199629,0,0,0,0.13,-1.0
428219221,0,0,0,1.0,1.0
428304040,0,0,0,0.13,1.0
428322107,0,0,0,-0.13,-1.0
428353445,0,0,0,-0.89,-1.0
428370911,0,0,0,-0.99,1.0
428455958,0,0,0,0.5,1.0
428526869,0,0,0,-0.99,-1.0
428599408,0,0,0,0.0,1.0
428630775,0,0,0,-0.99,-1.0
428656761,0,0,0,-0.99,-1.0
428746763,0,0,0,-1.0,-1.0
428756547,0,0,0,-0.5,-1.0
428780604,0,0,0,1.0,1.0
428832206,0,0,0,1.0,1.0
428873158,0,0,0,1.0,1.0
429062880,0,0,0,0.97,1.0
429067866,0,0,0,0.13,1.0
429292136,0,0,0,-1.0,1.0
429454097,0,0,0,0.57,1.0
429491093,0,0,0,-0.66,1.0
429728993,0,0,0,-0.95,-1.0
429857248,0,0,0,1.0,1.0
429994897,0,0,0,0.67,1.0
430250458,0,0,0,0.0,1.0
430286708,0,0,0,-0.13,1.0
430306908,0,0,0,-0.13,1.0
430436245,0,0,0,0.36,-1.0
430439669,0,0,0,-0.13,1.0
430458262,0,0,0,-0.13,-1.0
430574007,0,0,0,0.13,1.0
430656543,0,0,0,-0.13,1.0
430745528,0,0,0,-0.13,1.0
430755544,0,0,0,0.13,1.0
430775111,0,0,0,0.5,1.0
430983862,0,0,0,-0.13,1.0
431047912,0,0,0,-0.99,-1.0
431064231,0,0,0,1.0,1.0
431119428,0,0,0,0.67,1.0
431148170,0,0,0,-0.13,1.0
431163395,0,0,0,0.0,1.0
431234993,0,0,0,1.0,1.0
431238259,0,0,0,1.0,1.0
431254647,0,0,0,0.5,1.0
431273053,0,0,0,-1.0,-1.0
431292796,0,0,0,-0.83,-1.0
431439502,0,0,0,-1.0,1.0
431540287,0,0,0,-1.0,-1.0
431628145,0,0,0,0.0,1.0
431732080,0,0,0,1.0,1.0
431777117,0,0,0,0.13,1.0
431796685,0,0,0,1.0,1.0
431865123,0,0,0,-0.13,1.0
431958423,0,0,0,-0.48,1.0
432020363,0,0,0,-0.13,1.0
432106095,0,0,0,0.5,1.0
432133855,0,0,0,1.0,1.0
432206180,0,0,0,-1.0,-1.0
432320101,0,0,0,1.0,1.0
432650906,0,0,0,-0.99,-1.0
432841768,0,0,0,0.13,-1.0
432876820,0,0,0,-0.6,1.0
432950351,0,0,0,-1.0,-1.0
432970763,0,0,0,0.13,1.0
433062067,0,0,0,-0.79,1.0
433102583,0,0,0,0.13,1.0
433285065,0,0,0,-1.0,-1.0
433356933,0,0,0,1.0,-1.0
433386464,0,0,0,-0.25,-1.0
433387564,0,0,0,0.13,1.0
433429604,0,0,0,0.13,1.0
433429846,0,0,0,0.43,1.0
433523400,0,0,0,0.13,-1.0
433555998,0,0,0,1.0,1.0
433714123,0,0,0,1.0,1.0
433894992,0,0,0,-1.0,-1.0
433973548,0,0,0,0.0,1.0
434163011,0,0,0,-0.99,-1.0
434210780,0,0,0,0.45,1.0
